IOCs,File Type,Verdict,AV_Detection,CrowdStrike Percent,Virustotal Positives,Virustotal Total,Virustotal Percent,Metadefender Positives,Metadefender Total,Metadefender Percent
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
